"id","parent_id","code_prefix_start","code_prefix_end","name","name@tr"
"tr_group_731","tr_group_73","731","731","GENEL ÜRETİM GİDERLERİ YANSITMA HESABI","GENEL ÜRETİM GİDERLERİ YANSITMA HESABI"
"tr_group_732","tr_group_73","732","732","GENEL ÜRETİM GİDERLERİ BÜTÇE FARKLARI","GENEL ÜRETİM GİDERLERİ BÜTÇE FARKLARI"
"tr_group_733","tr_group_73","733","733","GENEL ÜRETİM GİDERLERİ VERİMLİLİK FARKLARI","GENEL ÜRETİM GİDERLERİ VERİMLİLİK FARKLARI"
"tr_group_734","tr_group_73","734","734","GENEL ÜRETİM GİDERLERİ KAPASİTE FARKLARI","GENEL ÜRETİM GİDERLERİ KAPASİTE FARKLARI"
"tr_group_740","tr_group_74","740","740","HİZMET ÜRETİM MALİYETİ","HİZMET ÜRETİM MALİYETİ"
"tr_group_741","tr_group_74","741","741","HİZMET ÜRETİM MALİYETİ YANSITMA HESABI","HİZMET ÜRETİM MALİYETİ YANSITMA HESABI"
"tr_group_742","tr_group_74","742","742","HİZMET ÜRETİM MALİYETİ FARK HESAPLARI","HİZMET ÜRETİM MALİYETİ FARK HESAPLARI"
"tr_group_750","tr_group_75","750","750","ARAŞTIRMA VE GELİŞTİRME GİDERLERİ","ARAŞTIRMA VE GELİŞTİRME GİDERLERİ"
"tr_group_751","tr_group_75","751","751","ARAŞTIRMA VE GELİŞTİRME GİDERLERİ YANSITMA HESABI","ARAŞTIRMA VE GELİŞTİRME GİDERLERİ YANSITMA HESABI"
"tr_group_752","tr_group_75","752","752","ARAŞTIRMA VE GELİŞTİRME GİDER FARKLARI","ARAŞTIRMA VE GELİŞTİRME GİDER FARKLARI"
"tr_group_760","tr_group_76","760","760","PAZARLAMA SATIŞ VE DAĞITIM GİDERLERİ","PAZARLAMA SATIŞ VE DAĞITIM GİDERLERİ"
"tr_group_761","tr_group_76","761","761","PAZARLAMA SATIŞ VE DAĞITIM GİDERLERİ YANSITMA HESABI","PAZARLAMA SATIŞ VE DAĞITIM GİDERLERİ YANSITMA HESABI"
"tr_group_762","tr_group_76","762","762","PAZARLAMA SATIŞ VE DAĞITIM GİDERLERİ FARK HESABI","PAZARLAMA SATIŞ VE DAĞITIM GİDERLERİ FARK HESABI"
"tr_group_770","tr_group_77","770","770","GENEL YÖNETİM GİDERLERİ","GENEL YÖNETİM GİDERLERİ"
"tr_group_771","tr_group_77","771","771","GENEL YÖNETİM GİDERLERİ YANSITMA HESABI","GENEL YÖNETİM GİDERLERİ YANSITMA HESABI"
"tr_group_772","tr_group_77","772","772","GENEL YÖNETİM GİDER FARKLARI HESABI","GENEL YÖNETİM GİDER FARKLARI HESABI"
"tr_group_780","tr_group_78","780","780","FİNANSMAN GİDERLERİ","FİNANSMAN GİDERLERİ"
"tr_group_781","tr_group_78","781","781","FİNANSMAN GİDERLERİ YANSITMA HESABI","FİNANSMAN GİDERLERİ YANSITMA HESABI"
"tr_group_782","tr_group_78","782","782","FİNANSMAN GİDERLERİ FARK HESABI","FİNANSMAN GİDERLERİ FARK HESABI"
"tr_group_900","tr_group_9","900","900","NAZIM HESAPLAR","NAZIM HESAPLAR"
